Tournament,LeftPlayerName,RightPlayerName,Player1Char,Player2Char,Player3Char,Player4Char,Level,Winner,GameNumber,GameType(Optional)
genesis 5,hbox,plup,JigglyPuff_Green,NA,Fox_Green,NA,Battlefield,P3:Fox_Green,5,GF2
Frame,P1Dmg,P2Dmg,P3Dmg,P4Dmg,P1Stocks,P2Stocks,P3Stocks,P4Stocks,Time
3107,65,NA,82,NA,3,NA,3,NA,NA
3108,65,NA,82,NA,3,NA,3,NA,NA
3109,65,NA,82,NA,3,NA,3,NA,NA
3110,65,NA,82,NA,3,NA,3,NA,NA
3111,65,NA,82,NA,3,NA,3,NA,NA
3112,65,NA,82,NA,3,NA,3,NA,NA
3113,65,NA,82,NA,3,NA,3,NA,NA
3114,65,NA,82,NA,3,NA,3,NA,NA
3115,65,NA,82,NA,3,NA,3,NA,NA
3116,65,NA,82,NA,3,NA,3,NA,NA
3117,65,NA,82,NA,3,NA,3,NA,NA
3118,65,NA,82,NA,3,NA,3,NA,NA
3119,65,NA,82,NA,3,NA,3,NA,NA
3120,65,NA,82,NA,3,NA,3,NA,NA
3121,65,NA,82,NA,3,NA,3,NA,NA
3122,65,NA,82,NA,3,NA,3,NA,NA
3123,65,NA,82,NA,3,NA,3,NA,NA
3124,65,NA,82,NA,3,NA,3,NA,NA
3125,65,NA,82,NA,3,NA,3,NA,NA
3126,65,NA,82,NA,3,NA,3,NA,NA
3127,65,NA,82,NA,3,NA,3,NA,NA
3128,65,NA,82,NA,3,NA,3,NA,NA
3129,65,NA,82,NA,3,NA,3,NA,NA
3130,65,NA,82,NA,3,NA,3,NA,NA
3131,65,NA,82,NA,3,NA,3,NA,NA
3132,65,NA,82,NA,3,NA,3,NA,NA
3133,65,NA,82,NA,3,NA,3,NA,NA
3134,65,NA,82,NA,3,NA,3,NA,NA
3135,65,NA,82,NA,3,NA,3,NA,NA
3136,65,NA,82,NA,3,NA,3,NA,NA
3137,65,NA,82,NA,3,NA,3,NA,NA
3138,65,NA,82,NA,3,NA,3,NA,NA
3139,65,NA,82,NA,3,NA,3,NA,NA
3140,65,NA,82,NA,3,NA,3,NA,NA
3141,65,NA,82,NA,3,NA,3,NA,NA
3142,65,NA,82,NA,3,NA,3,NA,NA
3143,65,NA,82,NA,3,NA,3,NA,NA
3144,65,NA,82,NA,3,NA,3,NA,NA
3145,65,NA,82,NA,3,NA,3,NA,NA
3146,65,NA,82,NA,3,NA,3,NA,NA
3147,65,NA,82,NA,3,NA,3,NA,NA
3148,65,NA,82,NA,3,NA,3,NA,NA
3149,65,NA,82,NA,3,NA,3,NA,NA
3150,65,NA,82,NA,3,NA,3,NA,NA
3151,65,NA,82,NA,3,NA,3,NA,NA
3152,65,NA,82,NA,3,NA,3,NA,NA
3153,65,NA,82,NA,3,NA,3,NA,NA
3154,65,NA,82,NA,3,NA,3,NA,NA
3155,65,NA,82,NA,3,NA,3,NA,NA
3156,65,NA,82,NA,3,NA,3,NA,NA
3157,65,NA,82,NA,3,NA,3,NA,NA
3158,65,NA,82,NA,3,NA,3,NA,NA
3159,65,NA,82,NA,3,NA,3,NA,NA
3160,65,NA,82,NA,3,NA,3,NA,NA
3161,65,NA,82,NA,3,NA,3,NA,NA
3162,65,NA,82,NA,3,NA,3,NA,NA
3163,65,NA,82,NA,3,NA,3,NA,NA
3164,65,NA,82,NA,3,NA,3,NA,NA
3165,65,NA,82,NA,3,NA,3,NA,NA
3166,65,NA,82,NA,3,NA,3,NA,NA
3167,65,NA,82,NA,3,NA,3,NA,NA
3168,65,NA,82,NA,3,NA,3,NA,NA
3169,65,NA,82,NA,3,NA,3,NA,NA
3170,65,NA,82,NA,3,NA,3,NA,NA
3171,65,NA,82,NA,3,NA,3,NA,NA
3172,65,NA,82,NA,3,NA,3,NA,NA
3173,65,NA,82,NA,3,NA,3,NA,NA
3174,65,NA,82,NA,3,NA,3,NA,NA
3175,65,NA,82,NA,3,NA,3,NA,NA
3176,65,NA,82,NA,3,NA,3,NA,NA
3177,65,NA,82,NA,3,NA,3,NA,NA
3178,65,NA,82,NA,3,NA,3,NA,NA
3179,65,NA,82,NA,3,NA,3,NA,NA
3180,65,NA,82,NA,3,NA,3,NA,NA
3181,65,NA,82,NA,3,NA,3,NA,NA
3182,65,NA,82,NA,3,NA,3,NA,NA
3183,65,NA,82,NA,3,NA,3,NA,NA
3184,65,NA,82,NA,3,NA,3,NA,NA
3185,65,NA,82,NA,3,NA,3,NA,NA
3186,65,NA,82,NA,3,NA,3,NA,NA
3187,65,NA,82,NA,3,NA,3,NA,NA
3188,65,NA,82,NA,3,NA,3,NA,NA
3189,65,NA,82,NA,3,NA,3,NA,NA
3190,65,NA,82,NA,3,NA,3,NA,NA
3191,65,NA,82,NA,3,NA,3,NA,NA
3192,65,NA,82,NA,3,NA,3,NA,NA
3193,65,NA,82,NA,3,NA,3,NA,NA
3194,65,NA,82,NA,3,NA,3,NA,NA
3195,65,NA,82,NA,3,NA,3,NA,NA
3196,65,NA,82,NA,3,NA,3,NA,NA
3197,65,NA,82,NA,3,NA,3,NA,NA
3198,65,NA,82,NA,3,NA,3,NA,NA
3199,65,NA,82,NA,3,NA,3,NA,NA
3200,65,NA,82,NA,3,NA,3,NA,NA
3201,65,NA,82,NA,3,NA,3,NA,NA
3202,65,NA,82,NA,3,NA,3,NA,NA
3203,65,NA,82,NA,3,NA,3,NA,NA
3204,65,NA,82,NA,3,NA,3,NA,NA
3205,65,NA,82,NA,3,NA,3,NA,NA
3206,65,NA,82,NA,3,NA,3,NA,NA
3207,65,NA,82,NA,3,NA,3,NA,NA
3208,65,NA,82,NA,3,NA,3,NA,NA
3209,65,NA,82,NA,3,NA,3,NA,NA
3210,65,NA,82,NA,3,NA,3,NA,NA
3211,65,NA,82,NA,3,NA,3,NA,NA
3212,65,NA,82,NA,3,NA,3,NA,NA
3213,65,NA,82,NA,3,NA,3,NA,NA
3214,65,NA,82,NA,3,NA,3,NA,NA
3215,65,NA,82,NA,3,NA,3,NA,NA
3216,65,NA,82,NA,3,NA,3,NA,NA
3217,65,NA,82,NA,3,NA,3,NA,NA
3218,65,NA,82,NA,3,NA,3,NA,NA
3219,65,NA,82,NA,3,NA,3,NA,NA
3220,65,NA,82,NA,3,NA,3,NA,NA
3221,65,NA,82,NA,3,NA,3,NA,NA
3222,65,NA,82,NA,3,NA,3,NA,NA
3223,65,NA,82,NA,3,NA,3,NA,NA
3224,65,NA,82,NA,3,NA,3,NA,NA
3225,65,NA,82,NA,3,NA,3,NA,NA
3226,65,NA,82,NA,3,NA,3,NA,NA
3227,65,NA,82,NA,3,NA,3,NA,NA
3228,65,NA,93,NA,3,NA,3,NA,NA
3229,65,NA,93,NA,3,NA,3,NA,NA
3230,65,NA,93,NA,3,NA,3,NA,NA
3231,65,NA,93,NA,3,NA,3,NA,NA
3232,65,NA,93,NA,3,NA,3,NA,NA
3233,65,NA,93,NA,3,NA,3,NA,NA
3234,65,NA,93,NA,3,NA,3,NA,NA
3235,65,NA,93,NA,3,NA,3,NA,NA
3236,65,NA,93,NA,3,NA,3,NA,NA
3237,65,NA,93,NA,3,NA,3,NA,NA
3238,65,NA,93,NA,3,NA,3,NA,NA
3239,65,NA,93,NA,3,NA,3,NA,NA
3240,65,NA,93,NA,3,NA,3,NA,NA
3241,65,NA,93,NA,3,NA,3,NA,NA
3242,65,NA,93,NA,3,NA,3,NA,NA
3243,65,NA,93,NA,3,NA,3,NA,NA
3244,65,NA,93,NA,3,NA,3,NA,NA
3245,65,NA,93,NA,3,NA,3,NA,NA
3246,65,NA,93,NA,3,NA,3,NA,NA
3247,65,NA,93,NA,3,NA,3,NA,NA
3248,65,NA,93,NA,3,NA,3,NA,NA
3249,65,NA,93,NA,3,NA,3,NA,NA
3250,65,NA,93,NA,3,NA,3,NA,NA
3251,65,NA,93,NA,3,NA,3,NA,NA
3252,65,NA,93,NA,3,NA,3,NA,NA
3253,65,NA,93,NA,3,NA,3,NA,NA
3254,65,NA,93,NA,3,NA,3,NA,NA
3255,65,NA,93,NA,3,NA,3,NA,NA
3256,65,NA,93,NA,3,NA,3,NA,NA
3257,65,NA,93,NA,3,NA,3,NA,NA
3258,65,NA,93,NA,3,NA,3,NA,NA
3259,65,NA,93,NA,3,NA,3,NA,NA
3260,65,NA,93,NA,3,NA,3,NA,NA
3261,65,NA,93,NA,3,NA,3,NA,NA
3262,65,NA,93,NA,3,NA,3,NA,NA
3263,65,NA,93,NA,3,NA,3,NA,NA
3264,65,NA,93,NA,3,NA,3,NA,NA
3265,65,NA,93,NA,3,NA,3,NA,NA
3266,65,NA,93,NA,3,NA,3,NA,NA
3267,65,NA,93,NA,3,NA,3,NA,NA
3268,65,NA,93,NA,3,NA,3,NA,NA
3269,65,NA,93,NA,3,NA,3,NA,NA
3270,65,NA,93,NA,3,NA,3,NA,NA
3271,65,NA,93,NA,3,NA,3,NA,NA
3272,65,NA,93,NA,3,NA,3,NA,NA
3273,65,NA,93,NA,3,NA,3,NA,NA
3274,65,NA,93,NA,3,NA,3,NA,NA
3275,65,NA,93,NA,3,NA,3,NA,NA
3276,65,NA,93,NA,3,NA,3,NA,NA
3277,65,NA,93,NA,3,NA,3,NA,NA
3278,65,NA,93,NA,3,NA,3,NA,NA
3279,65,NA,93,NA,3,NA,3,NA,NA
3280,65,NA,93,NA,3,NA,3,NA,NA
3281,65,NA,93,NA,3,NA,3,NA,NA
3282,65,NA,93,NA,3,NA,3,NA,NA
3283,65,NA,93,NA,3,NA,3,NA,NA
3284,65,NA,93,NA,3,NA,3,NA,NA
3285,65,NA,93,NA,3,NA,3,NA,NA
3286,65,NA,93,NA,3,NA,3,NA,NA
3287,65,NA,93,NA,3,NA,3,NA,NA
3288,65,NA,93,NA,3,NA,3,NA,NA
3289,65,NA,93,NA,3,NA,3,NA,NA
3290,65,NA,93,NA,3,NA,3,NA,NA
3291,65,NA,93,NA,3,NA,3,NA,NA
3292,65,NA,93,NA,3,NA,3,NA,NA
3293,65,NA,93,NA,3,NA,3,NA,NA
3294,65,NA,93,NA,3,NA,3,NA,NA
3295,65,NA,93,NA,3,NA,3,NA,NA
3296,65,NA,93,NA,3,NA,3,NA,NA
3297,65,NA,93,NA,3,NA,3,NA,NA
3298,65,NA,93,NA,3,NA,3,NA,NA
3299,65,NA,93,NA,3,NA,3,NA,NA
3300,65,NA,93,NA,3,NA,3,NA,NA
3301,65,NA,93,NA,3,NA,3,NA,NA
3302,65,NA,93,NA,3,NA,3,NA,NA
3303,65,NA,93,NA,3,NA,3,NA,NA
3304,65,NA,93,NA,3,NA,3,NA,NA
3305,65,NA,93,NA,3,NA,3,NA,NA
3306,65,NA,93,NA,3,NA,3,NA,NA
3307,65,NA,93,NA,3,NA,3,NA,NA
3308,65,NA,96,NA,3,NA,3,NA,NA
3309,65,NA,96,NA,3,NA,3,NA,NA
3310,65,NA,96,NA,3,NA,3,NA,NA
3311,65,NA,96,NA,3,NA,3,NA,NA
3312,65,NA,96,NA,3,NA,3,NA,NA
3313,65,NA,96,NA,3,NA,3,NA,NA
3314,65,NA,96,NA,3,NA,3,NA,NA
3315,65,NA,96,NA,3,NA,3,NA,NA
3316,65,NA,96,NA,3,NA,3,NA,NA
3317,65,NA,96,NA,3,NA,3,NA,NA
3318,65,NA,96,NA,3,NA,3,NA,NA
3319,65,NA,96,NA,3,NA,3,NA,NA
3320,65,NA,96,NA,3,NA,3,NA,NA
3321,65,NA,96,NA,3,NA,3,NA,NA
3322,65,NA,96,NA,3,NA,3,NA,NA
3323,65,NA,96,NA,3,NA,3,NA,NA
3324,65,NA,96,NA,3,NA,3,NA,NA
3325,65,NA,96,NA,3,NA,3,NA,NA
3326,65,NA,96,NA,3,NA,3,NA,NA
3327,65,NA,96,NA,3,NA,3,NA,NA
3328,65,NA,96,NA,3,NA,3,NA,NA
3329,65,NA,96,NA,3,NA,3,NA,NA
3330,65,NA,96,NA,3,NA,3,NA,NA
3331,65,NA,96,NA,3,NA,3,NA,NA
3332,65,NA,96,NA,3,NA,3,NA,NA
3333,65,NA,96,NA,3,NA,3,NA,NA
3334,65,NA,96,NA,3,NA,3,NA,NA
3335,65,NA,96,NA,3,NA,3,NA,NA
3336,65,NA,96,NA,3,NA,3,NA,NA
3337,65,NA,96,NA,3,NA,3,NA,NA
3338,65,NA,96,NA,3,NA,3,NA,NA
3339,65,NA,96,NA,3,NA,3,NA,NA
3340,65,NA,96,NA,3,NA,3,NA,NA
3341,65,NA,96,NA,3,NA,3,NA,NA
3342,65,NA,96,NA,3,NA,3,NA,NA
3343,65,NA,96,NA,3,NA,3,NA,NA
3344,65,NA,96,NA,3,NA,3,NA,NA
3345,65,NA,96,NA,3,NA,3,NA,NA
3346,65,NA,96,NA,3,NA,3,NA,NA
3347,65,NA,96,NA,3,NA,3,NA,NA
3348,65,NA,96,NA,3,NA,3,NA,NA
3349,65,NA,96,NA,3,NA,3,NA,NA
3350,65,NA,96,NA,3,NA,3,NA,NA
3351,65,NA,96,NA,3,NA,3,NA,NA
3352,65,NA,96,NA,3,NA,3,NA,NA
3353,65,NA,106,NA,3,NA,3,NA,NA
3354,65,NA,106,NA,3,NA,3,NA,NA
3355,65,NA,106,NA,3,NA,3,NA,NA
3356,65,NA,106,NA,3,NA,3,NA,NA
3357,65,NA,106,NA,3,NA,3,NA,NA
3358,65,NA,106,NA,3,NA,3,NA,NA
3359,65,NA,106,NA,3,NA,3,NA,NA
3360,65,NA,106,NA,3,NA,3,NA,NA
3361,65,NA,106,NA,3,NA,3,NA,NA
3362,65,NA,106,NA,3,NA,3,NA,NA
3363,65,NA,106,NA,3,NA,3,NA,NA
3364,65,NA,106,NA,3,NA,3,NA,NA
3365,65,NA,106,NA,3,NA,3,NA,NA
3366,65,NA,106,NA,3,NA,3,NA,NA
3367,65,NA,106,NA,3,NA,3,NA,NA
3368,65,NA,106,NA,3,NA,3,NA,NA
3369,65,NA,106,NA,3,NA,3,NA,NA
3370,65,NA,106,NA,3,NA,3,NA,NA
3371,65,NA,106,NA,3,NA,3,NA,NA
3372,65,NA,106,NA,3,NA,3,NA,NA
3373,65,NA,106,NA,3,NA,3,NA,NA
3374,65,NA,106,NA,3,NA,3,NA,NA
3375,65,NA,106,NA,3,NA,3,NA,NA
3376,65,NA,106,NA,3,NA,3,NA,NA
3377,65,NA,106,NA,3,NA,3,NA,NA
3378,65,NA,106,NA,3,NA,3,NA,NA
3379,65,NA,106,NA,3,NA,3,NA,NA
3380,65,NA,106,NA,3,NA,3,NA,NA
3381,65,NA,106,NA,3,NA,3,NA,NA
3382,65,NA,106,NA,3,NA,3,NA,NA
3383,65,NA,106,NA,3,NA,3,NA,NA
3384,65,NA,106,NA,3,NA,3,NA,NA
3385,65,NA,106,NA,3,NA,3,NA,NA
3386,65,NA,106,NA,3,NA,3,NA,NA
3387,65,NA,106,NA,3,NA,3,NA,NA
3388,65,NA,106,NA,3,NA,3,NA,NA
3389,65,NA,106,NA,3,NA,3,NA,NA
3390,65,NA,106,NA,3,NA,3,NA,NA
3391,65,NA,106,NA,3,NA,3,NA,NA
3392,65,NA,106,NA,3,NA,3,NA,NA
3393,65,NA,106,NA,3,NA,3,NA,NA
3394,65,NA,106,NA,3,NA,3,NA,NA
3395,65,NA,106,NA,3,NA,3,NA,NA
3396,65,NA,106,NA,3,NA,3,NA,NA
3397,65,NA,106,NA,3,NA,3,NA,NA
3398,65,NA,106,NA,3,NA,3,NA,NA
3399,65,NA,106,NA,3,NA,3,NA,NA
3400,65,NA,106,NA,3,NA,3,NA,NA
3401,65,NA,106,NA,3,NA,3,NA,NA
3402,65,NA,106,NA,3,NA,3,NA,NA
3403,65,NA,106,NA,3,NA,3,NA,NA
3404,65,NA,116,NA,3,NA,3,NA,NA
3405,65,NA,116,NA,3,NA,3,NA,NA
3406,65,NA,116,NA,3,NA,3,NA,NA
3407,65,NA,116,NA,3,NA,3,NA,NA
3408,65,NA,116,NA,3,NA,3,NA,NA
3409,65,NA,116,NA,3,NA,3,NA,NA
3410,65,NA,116,NA,3,NA,3,NA,NA
3411,65,NA,116,NA,3,NA,3,NA,NA
3412,65,NA,116,NA,3,NA,3,NA,NA
3413,65,NA,116,NA,3,NA,3,NA,NA
3414,65,NA,116,NA,3,NA,3,NA,NA
3415,65,NA,116,NA,3,NA,3,NA,NA
3416,65,NA,116,NA,3,NA,3,NA,NA
3417,65,NA,116,NA,3,NA,3,NA,NA
3418,65,NA,116,NA,3,NA,3,NA,NA
3419,65,NA,116,NA,3,NA,3,NA,NA
3420,65,NA,116,NA,3,NA,3,NA,NA
3421,65,NA,116,NA,3,NA,3,NA,NA
3422,65,NA,116,NA,3,NA,3,NA,NA
3423,65,NA,116,NA,3,NA,3,NA,NA
3424,65,NA,116,NA,3,NA,3,NA,NA
3425,65,NA,116,NA,3,NA,3,NA,NA
3426,65,NA,116,NA,3,NA,3,NA,NA
3427,65,NA,116,NA,3,NA,3,NA,NA
3428,65,NA,116,NA,3,NA,3,NA,NA
3429,65,NA,116,NA,3,NA,3,NA,NA
3430,65,NA,116,NA,3,NA,3,NA,NA
3431,65,NA,116,NA,3,NA,3,NA,NA
3432,65,NA,116,NA,3,NA,3,NA,NA
3433,65,NA,116,NA,3,NA,3,NA,NA
3434,65,NA,116,NA,3,NA,3,NA,NA
3435,65,NA,116,NA,3,NA,3,NA,NA
3436,65,NA,116,NA,3,NA,3,NA,NA
3437,65,NA,116,NA,3,NA,3,NA,NA
3438,65,NA,116,NA,3,NA,3,NA,NA
3439,65,NA,116,NA,3,NA,3,NA,NA
3440,65,NA,116,NA,3,NA,3,NA,NA
3441,65,NA,116,NA,3,NA,3,NA,NA
3442,65,NA,116,NA,3,NA,3,NA,NA
3443,65,NA,116,NA,3,NA,3,NA,NA
3444,65,NA,116,NA,3,NA,3,NA,NA
3445,65,NA,116,NA,3,NA,3,NA,NA
3446,65,NA,116,NA,3,NA,3,NA,NA
3447,65,NA,116,NA,3,NA,3,NA,NA
3448,65,NA,116,NA,3,NA,3,NA,NA
3449,65,NA,116,NA,3,NA,3,NA,NA
3450,65,NA,116,NA,3,NA,3,NA,NA
3451,65,NA,116,NA,3,NA,3,NA,NA
3452,65,NA,116,NA,3,NA,3,NA,NA
3453,65,NA,116,NA,3,NA,3,NA,NA
3454,65,NA,116,NA,3,NA,3,NA,NA
3455,65,NA,116,NA,3,NA,3,NA,NA
3456,65,NA,116,NA,3,NA,3,NA,NA
3457,65,NA,116,NA,3,NA,3,NA,NA
3458,65,NA,116,NA,3,NA,3,NA,NA
3459,65,NA,116,NA,3,NA,3,NA,NA
3460,65,NA,116,NA,3,NA,3,NA,NA
3461,65,NA,116,NA,3,NA,3,NA,NA
3462,65,NA,116,NA,3,NA,3,NA,NA
3463,65,NA,116,NA,3,NA,3,NA,NA
3464,65,NA,116,NA,3,NA,3,NA,NA
3465,65,NA,116,NA,3,NA,3,NA,NA
3466,65,NA,116,NA,3,NA,3,NA,NA
3467,65,NA,116,NA,3,NA,3,NA,NA
3468,65,NA,116,NA,3,NA,3,NA,NA
3469,65,NA,116,NA,3,NA,3,NA,NA
3470,65,NA,116,NA,3,NA,3,NA,NA
3471,65,NA,116,NA,3,NA,3,NA,NA
3472,65,NA,116,NA,3,NA,3,NA,NA
3473,65,NA,116,NA,3,NA,3,NA,NA
3474,65,NA,116,NA,3,NA,3,NA,NA
3475,65,NA,116,NA,3,NA,3,NA,NA
3476,65,NA,116,NA,3,NA,3,NA,NA
3477,65,NA,116,NA,3,NA,3,NA,NA
3478,65,NA,116,NA,3,NA,3,NA,NA
3479,65,NA,116,NA,3,NA,3,NA,NA
3480,65,NA,116,NA,3,NA,3,NA,NA
3481,65,NA,116,NA,3,NA,3,NA,NA
3482,65,NA,116,NA,3,NA,3,NA,NA
3483,65,NA,116,NA,3,NA,3,NA,NA
3484,65,NA,116,NA,3,NA,3,NA,NA
3485,65,NA,116,NA,3,NA,3,NA,NA
3486,65,NA,116,NA,3,NA,3,NA,NA
3487,65,NA,116,NA,3,NA,3,NA,NA
3488,65,NA,116,NA,3,NA,3,NA,NA
3489,65,NA,116,NA,3,NA,3,NA,NA
3490,65,NA,116,NA,3,NA,3,NA,NA
3491,65,NA,116,NA,3,NA,3,NA,NA
3492,65,NA,116,NA,3,NA,3,NA,NA
3493,65,NA,116,NA,3,NA,3,NA,NA
3494,65,NA,116,NA,3,NA,3,NA,NA
3495,65,NA,116,NA,3,NA,3,NA,NA
3496,65,NA,116,NA,3,NA,3,NA,NA
3497,65,NA,116,NA,3,NA,3,NA,NA
3498,65,NA,116,NA,3,NA,3,NA,NA
3499,65,NA,116,NA,3,NA,3,NA,NA
3500,65,NA,116,NA,3,NA,3,NA,NA
3501,65,NA,116,NA,3,NA,3,NA,NA
3502,65,NA,116,NA,3,NA,3,NA,NA
3503,65,NA,116,NA,3,NA,3,NA,NA
3504,65,NA,116,NA,3,NA,3,NA,NA
3505,65,NA,116,NA,3,NA,3,NA,NA
3506,65,NA,116,NA,3,NA,3,NA,NA
3507,65,NA,116,NA,3,NA,3,NA,NA
3508,65,NA,116,NA,3,NA,3,NA,NA
3509,65,NA,116,NA,3,NA,3,NA,NA
3510,65,NA,116,NA,3,NA,3,NA,NA
3511,65,NA,116,NA,3,NA,3,NA,NA
3512,65,NA,116,NA,3,NA,3,NA,NA
3513,65,NA,116,NA,3,NA,3,NA,NA
3514,65,NA,116,NA,3,NA,3,NA,NA
3515,65,NA,116,NA,3,NA,3,NA,NA
3516,65,NA,116,NA,3,NA,3,NA,NA
3517,65,NA,116,NA,3,NA,3,NA,NA
3518,65,NA,116,NA,3,NA,3,NA,NA
3519,65,NA,116,NA,3,NA,3,NA,NA
3520,65,NA,116,NA,3,NA,3,NA,NA
3521,65,NA,116,NA,3,NA,3,NA,NA
3522,65,NA,116,NA,3,NA,3,NA,NA
3523,65,NA,116,NA,3,NA,3,NA,NA
3524,65,NA,116,NA,3,NA,3,NA,NA
3525,65,NA,116,NA,3,NA,3,NA,NA
3526,65,NA,116,NA,3,NA,3,NA,NA
3527,65,NA,116,NA,3,NA,3,NA,NA
3528,65,NA,116,NA,3,NA,3,NA,NA
3529,65,NA,116,NA,3,NA,3,NA,NA
3530,65,NA,116,NA,3,NA,3,NA,NA
3531,65,NA,116,NA,3,NA,3,NA,NA
3532,65,NA,116,NA,3,NA,3,NA,NA
3533,65,NA,116,NA,3,NA,3,NA,NA
3534,65,NA,116,NA,3,NA,3,NA,NA
3535,65,NA,116,NA,3,NA,3,NA,NA
3536,65,NA,116,NA,3,NA,3,NA,NA
3537,65,NA,116,NA,3,NA,3,NA,NA
3538,65,NA,116,NA,3,NA,3,NA,NA
3539,65,NA,116,NA,3,NA,3,NA,NA
3540,65,NA,116,NA,3,NA,3,NA,NA
3541,65,NA,116,NA,3,NA,3,NA,NA
3542,65,NA,116,NA,3,NA,3,NA,NA
3543,65,NA,116,NA,3,NA,3,NA,NA
3544,65,NA,116,NA,3,NA,3,NA,NA
3545,65,NA,116,NA,3,NA,3,NA,NA
3546,65,NA,116,NA,3,NA,3,NA,NA
3547,65,NA,116,NA,3,NA,3,NA,NA
3548,65,NA,116,NA,3,NA,3,NA,NA
3549,65,NA,116,NA,3,NA,3,NA,NA
3550,65,NA,116,NA,3,NA,3,NA,NA
3551,65,NA,116,NA,3,NA,3,NA,NA
3552,65,NA,116,NA,3,NA,3,NA,NA
3553,65,NA,116,NA,3,NA,3,NA,NA
3554,65,NA,116,NA,3,NA,3,NA,NA
3555,65,NA,116,NA,3,NA,3,NA,NA
3556,65,NA,116,NA,3,NA,3,NA,NA
3557,65,NA,116,NA,3,NA,3,NA,NA
3558,65,NA,116,NA,3,NA,3,NA,NA
3559,65,NA,116,NA,3,NA,3,NA,NA
3560,65,NA,116,NA,3,NA,3,NA,NA
3561,65,NA,116,NA,3,NA,3,NA,NA
3562,65,NA,116,NA,3,NA,3,NA,NA
3563,65,NA,116,NA,3,NA,3,NA,NA
3564,65,NA,116,NA,3,NA,3,NA,NA
3565,65,NA,116,NA,3,NA,3,NA,NA
3566,65,NA,116,NA,3,NA,3,NA,NA
3567,65,NA,116,NA,3,NA,3,NA,NA
3568,65,NA,116,NA,3,NA,3,NA,NA
3569,65,NA,116,NA,3,NA,3,NA,NA
3570,65,NA,116,NA,3,NA,3,NA,NA
3571,65,NA,116,NA,3,NA,3,NA,NA
3572,65,NA,116,NA,3,NA,3,NA,NA
3573,65,NA,116,NA,3,NA,3,NA,NA
3574,65,NA,116,NA,3,NA,3,NA,NA
3575,65,NA,116,NA,3,NA,3,NA,NA
3576,65,NA,116,NA,3,NA,3,NA,NA
3577,65,NA,116,NA,3,NA,3,NA,NA
3578,65,NA,116,NA,3,NA,3,NA,NA
3579,65,NA,116,NA,3,NA,3,NA,NA
3580,65,NA,116,NA,3,NA,3,NA,NA
3581,65,NA,116,NA,3,NA,3,NA,NA
3582,65,NA,116,NA,3,NA,3,NA,NA
3583,65,NA,116,NA,3,NA,3,NA,NA
3584,65,NA,116,NA,3,NA,3,NA,NA
3585,65,NA,116,NA,3,NA,3,NA,NA
3586,65,NA,116,NA,3,NA,3,NA,NA
3587,65,NA,116,NA,3,NA,3,NA,NA
3588,65,NA,116,NA,3,NA,3,NA,NA
3589,65,NA,116,NA,3,NA,3,NA,NA
3590,65,NA,116,NA,3,NA,3,NA,NA
3591,65,NA,116,NA,3,NA,3,NA,NA
3592,65,NA,116,NA,3,NA,3,NA,NA
3593,65,NA,116,NA,3,NA,3,NA,NA
3594,65,NA,116,NA,3,NA,3,NA,NA
3595,65,NA,116,NA,3,NA,3,NA,NA
3596,65,NA,116,NA,3,NA,3,NA,NA
3597,65,NA,116,NA,3,NA,3,NA,NA
3598,65,NA,116,NA,3,NA,3,NA,NA
3599,65,NA,116,NA,3,NA,3,NA,NA
3600,65,NA,116,NA,3,NA,3,NA,NA
3601,65,NA,116,NA,3,NA,3,NA,NA
3602,65,NA,116,NA,3,NA,3,NA,NA
3603,65,NA,116,NA,3,NA,3,NA,NA
3604,65,NA,116,NA,3,NA,3,NA,NA
3605,65,NA,116,NA,3,NA,3,NA,NA
3606,65,NA,116,NA,3,NA,3,NA,NA
3607,65,NA,116,NA,3,NA,3,NA,NA
3608,65,NA,116,NA,3,NA,3,NA,NA
3609,65,NA,116,NA,3,NA,3,NA,NA
3610,65,NA,116,NA,3,NA,3,NA,NA
3611,65,NA,116,NA,3,NA,3,NA,NA
3612,65,NA,116,NA,3,NA,3,NA,NA
3613,65,NA,116,NA,3,NA,3,NA,NA
3614,65,NA,116,NA,3,NA,3,NA,NA
3615,65,NA,116,NA,3,NA,3,NA,NA
3616,65,NA,116,NA,3,NA,3,NA,NA
3617,65,NA,116,NA,3,NA,3,NA,NA
3618,65,NA,116,NA,3,NA,3,NA,NA
3619,65,NA,116,NA,3,NA,3,NA,NA
3620,65,NA,116,NA,3,NA,3,NA,NA
3621,65,NA,116,NA,3,NA,3,NA,NA
3622,65,NA,116,NA,3,NA,3,NA,NA
3623,65,NA,116,NA,3,NA,3,NA,NA
3624,65,NA,116,NA,3,NA,3,NA,NA
3625,65,NA,116,NA,3,NA,3,NA,NA
3626,65,NA,116,NA,3,NA,3,NA,NA
3627,65,NA,116,NA,3,NA,3,NA,NA
3628,65,NA,116,NA,3,NA,3,NA,NA
3629,65,NA,116,NA,3,NA,3,NA,NA
3630,65,NA,116,NA,3,NA,3,NA,NA
3631,65,NA,116,NA,3,NA,3,NA,NA
3632,65,NA,116,NA,3,NA,3,NA,NA
3633,83,NA,116,NA,3,NA,3,NA,NA
3634,83,NA,116,NA,3,NA,3,NA,NA
3635,83,NA,116,NA,3,NA,3,NA,NA
3636,83,NA,116,NA,3,NA,3,NA,NA
3637,83,NA,116,NA,3,NA,3,NA,NA
